gan_bank_accession_s	assembly	proposed_name	paper_name	host	host_alt	host_simple	collection	ncbi_isolation_source	isolation_manual	isolation_specific	link	MosAIC_source_specific	MosAIC_source_lab	Location 	MosAIC_lab_field	Mosquito_spp
NZ_JSBO01000000	GCF_000803045.1	E. xiangfangensis	E. xiangfangensis	Homo sapiens	NonMosquito	Homo sapiens	Chavda	NA	NA	NA	NA	NA	NA	NA	NA	NA
NZ_JMUP01000000	GCF_000692235.1	E. xiangfangensis	E. xiangfangensis	Homo sapiens	NonMosquito	Homo sapiens	Chavda	NA	NA	NA	NA	NA	NA	NA	NA	NA
NZ_LETM01000000	GCF_001037815.1	E. xiangfangensis	E. xiangfangensis	Homo sapiens	NonMosquito	Homo sapiens	Chavda	NA	NA	NA	NA	NA	NA	NA	NA	NA
NZ_LETC01000000	GCF_001037595.1	E. xiangfangensis	E. xiangfangensis	Homo sapiens	NonMosquito	Homo sapiens	Chavda	NA	NA	NA	NA	NA	NA	NA	NA	NA
NZ_JCLH01000000	GCF_000534495.1	E. xiangfangensis	E. xiangfangensis	Homo sapiens	NonMosquito	Homo sapiens	Chavda	NA	NA	NA	NA	NA	NA	NA	NA	NA
NZ_JWBJ01000000	GCF_001052225.1	E. xiangfangensis	E. xiangfangensis	Homo sapiens	NonMosquito	Homo sapiens	Chavda	NA	NA	NA	NA	NA	NA	NA	NA	NA
NZ_LDCG01000000	GCF_001011895.1	E. xiangfangensis	E. xiangfangensis	Homo sapiens	NonMosquito	Homo sapiens	Chavda	NA	NA	NA	NA	NA	NA	NA	NA	NA
NZ_JTEP01000000	GCF_000794145.1	E. xiangfangensis	E. xiangfangensis	Homo sapiens	NonMosquito	Homo sapiens	Chavda	NA	NA	NA	NA	NA	NA	NA	NA	NA
NZ_LETB01000000	GCF_001037565.1	E. xiangfangensis	E. xiangfangensis	Homo sapiens	NonMosquito	Homo sapiens	Chavda	NA	NA	NA	NA	NA	NA	NA	NA	NA
NZ_LFHB01000000	GCF_001187305.1	E. xiangfangensis	E. xiangfangensis	long beans	NonMosquito	Plant	Chavda	NA	NA	NA	NA	NA	NA	NA	NA	NA
NZ_LETJ01000000	GCF_001037745.1	E. xiangfangensis	E. xiangfangensis	Homo sapiens	NonMosquito	Homo sapiens	Chavda	NA	NA	NA	NA	NA	NA	NA	NA	NA
NZ_AYIY01000000	GCF_000492855.1	E. xiangfangensis	E. xiangfangensis	Homo sapiens	NonMosquito	Homo sapiens	Chavda	NA	NA	NA	NA	NA	NA	NA	NA	NA
NZ_JUHV01000000	GCF_000802695.1	E. xiangfangensis	E. xiangfangensis	Homo sapiens	NonMosquito	Homo sapiens	Chavda	NA	NA	NA	NA	NA	NA	NA	NA	NA
NZ_JTCA02000000	GCF_000784055.1	E. xiangfangensis	E. xiangfangensis	Homo sapiens	NonMosquito	Homo sapiens	Chavda	NA	NA	NA	NA	NA	NA	NA	NA	NA
NZ_JUIA01000000	GCF_000802785.1	E. xiangfangensis	E. xiangfangensis	Homo sapiens	NonMosquito	Homo sapiens	Chavda	NA	NA	NA	NA	NA	NA	NA	NA	NA
NZ_JUIC01000000	GCF_000802825.1	E. xiangfangensis	E. xiangfangensis	Homo sapiens	NonMosquito	Homo sapiens	Chavda	NA	NA	NA	NA	NA	NA	NA	NA	NA
NZ_JTCB02000000	GCF_000784075.1	E. xiangfangensis	E. xiangfangensis	Homo sapiens	NonMosquito	Homo sapiens	Chavda	NA	NA	NA	NA	NA	NA	NA	NA	NA
NZ_JCLQ01000000	GCF_000534675.1	E. xiangfangensis	E. xiangfangensis	Homo sapiens	NonMosquito	Homo sapiens	Chavda	NA	NA	NA	NA	NA	NA	NA	NA	NA
NZ_JYMI01000000	GCF_000952455.1	E. xiangfangensis	E. xiangfangensis	Homo sapiens	NonMosquito	Homo sapiens	Chavda	NA	NA	NA	NA	NA	NA	NA	NA	NA
NZ_JYLZ01000000	GCF_000952675.1	E. xiangfangensis	E. xiangfangensis	Homo sapiens	NonMosquito	Homo sapiens	Chavda	NA	NA	NA	NA	NA	NA	NA	NA	NA
NZ_JYMJ01000000	GCF_000952475.1	E. xiangfangensis	E. xiangfangensis	Homo sapiens	NonMosquito	Homo sapiens	Chavda	NA	NA	NA	NA	NA	NA	NA	NA	NA
NZ_JYMN01000000	GCF_000952405.1	E. xiangfangensis	E. xiangfangensis	Homo sapiens	NonMosquito	Homo sapiens	Chavda	NA	NA	NA	NA	NA	NA	NA	NA	NA
NZ_JYMO01000000	GCF_000952415.1	E. xiangfangensis	E. xiangfangensis	Homo sapiens	NonMosquito	Homo sapiens	Chavda	NA	NA	NA	NA	NA	NA	NA	NA	NA
NZ_JYMA01000000	GCF_000952505.1	E. xiangfangensis	E. xiangfangensis	Homo sapiens	NonMosquito	Homo sapiens	Chavda	NA	NA	NA	NA	NA	NA	NA	NA	NA
NZ_JYMK01000000	GCF_000952555.1	E. xiangfangensis	E. xiangfangensis	Homo sapiens	NonMosquito	Homo sapiens	Chavda	NA	NA	NA	NA	NA	NA	NA	NA	NA
NZ_JYMB01000000	GCF_000952215.1	E. xiangfangensis	E. xiangfangensis	Homo sapiens	NonMosquito	Homo sapiens	Chavda	NA	NA	NA	NA	NA	NA	NA	NA	NA
NZ_JZCV01000000	GCF_000958695.1	E. xiangfangensis	E. xiangfangensis	Homo sapiens	NonMosquito	Homo sapiens	Chavda	NA	NA	NA	NA	NA	NA	NA	NA	NA
NZ_JZCY01000000	GCF_000958745.1	E. xiangfangensis	E. xiangfangensis	Homo sapiens	NonMosquito	Homo sapiens	Chavda	NA	NA	NA	NA	NA	NA	NA	NA	NA
NZ_JYMP01000000	GCF_000952585.1	E. xiangfangensis	E. xiangfangensis	Homo sapiens	NonMosquito	Homo sapiens	Chavda	NA	NA	NA	NA	NA	NA	NA	NA	NA
NZ_JYMQ01000000	GCF_000952755.1	E. xiangfangensis	E. xiangfangensis	Homo sapiens	NonMosquito	Homo sapiens	Chavda	NA	NA	NA	NA	NA	NA	NA	NA	NA
NZ_JZDG01000000	GCF_000958665.1	E. xiangfangensis	E. xiangfangensis	Homo sapiens	NonMosquito	Homo sapiens	Chavda	NA	NA	NA	NA	NA	NA	NA	NA	NA
NZ_JYLR01000000	GCF_000952275.1	E. xiangfangensis	E. xiangfangensis	Homo sapiens	NonMosquito	Homo sapiens	Chavda	NA	NA	NA	NA	NA	NA	NA	NA	NA
NZ_JYLQ01000000	GCF_000952515.1	E. xiangfangensis	E. xiangfangensis	Homo sapiens	NonMosquito	Homo sapiens	Chavda	NA	NA	NA	NA	NA	NA	NA	NA	NA
NZ_JYLU01000000	GCF_000952285.1	E. xiangfangensis	E. xiangfangensis	Homo sapiens	NonMosquito	Homo sapiens	Chavda	NA	NA	NA	NA	NA	NA	NA	NA	NA
NZ_JZDD01000000	GCF_000958845.1	E. xiangfangensis	E. xiangfangensis	Homo sapiens	NonMosquito	Homo sapiens	Chavda	NA	NA	NA	NA	NA	NA	NA	NA	NA
NZ_JYML01000000	GCF_000952495.1	E. xiangfangensis	E. xiangfangensis	Homo sapiens	NonMosquito	Homo sapiens	Chavda	NA	NA	NA	NA	NA	NA	NA	NA	NA
NZ_JYLW01000000	GCF_000952665.1	E. xiangfangensis	E. xiangfangensis	Homo sapiens	NonMosquito	Homo sapiens	Chavda	NA	NA	NA	NA	NA	NA	NA	NA	NA
NZ_JZDB01000000	GCF_000958815.1	E. xiangfangensis	E. xiangfangensis	Homo sapiens	NonMosquito	Homo sapiens	Chavda	NA	NA	NA	NA	NA	NA	NA	NA	NA
NZ_JYLY01000000	GCF_000952655.1	E. xiangfangensis	E. xiangfangensis	Homo sapiens	NonMosquito	Homo sapiens	Chavda	NA	NA	NA	NA	NA	NA	NA	NA	NA
NZ_JZDC01000000	GCF_000958825.1	E. xiangfangensis	E. xiangfangensis	Homo sapiens	NonMosquito	Homo sapiens	Chavda	NA	NA	NA	NA	NA	NA	NA	NA	NA
NZ_JYMD01000000	GCF_000952195.1	E. xiangfangensis	E. xiangfangensis	Homo sapiens	NonMosquito	Homo sapiens	Chavda	NA	NA	NA	NA	NA	NA	NA	NA	NA
NZ_LBMV01000000	GCF_001010875.1	E. xiangfangensis	E. xiangfangensis	Homo sapiens	NonMosquito	Homo sapiens	Chavda	NA	NA	NA	NA	NA	NA	NA	NA	NA
NZ_JZCW01000000	GCF_000958725.1	E. xiangfangensis	E. xiangfangensis	Homo sapiens	NonMosquito	Homo sapiens	Chavda	NA	NA	NA	NA	NA	NA	NA	NA	NA
NZ_JZDE01000000	GCF_000958925.1	E. xiangfangensis	E. xiangfangensis	Homo sapiens	NonMosquito	Homo sapiens	Chavda	NA	NA	NA	NA	NA	NA	NA	NA	NA
NZ_JWRS01000000	GCF_000807535.1	E. xiangfangensis	E. xiangfangensis	Homo sapiens	NonMosquito	Homo sapiens	Chavda	NA	NA	NA	NA	NA	NA	NA	NA	NA
NZ_JTBZ02000000	GCF_000784035.1	E. xiangfangensis	E. xiangfangensis	Homo sapiens	NonMosquito	Homo sapiens	Chavda	NA	NA	NA	NA	NA	NA	NA	NA	NA
NZ_JUHW01000000	GCF_000802705.1	E. xiangfangensis	E. xiangfangensis	Homo sapiens	NonMosquito	Homo sapiens	Chavda	NA	NA	NA	NA	NA	NA	NA	NA	NA
NZ_JUHX01000000	GCF_000802715.1	E. xiangfangensis	E. xiangfangensis	Homo sapiens	NonMosquito	Homo sapiens	Chavda	NA	NA	NA	NA	NA	NA	NA	NA	NA
NZ_JTCC02000000	GCF_000784095.1	E. xiangfangensis	E. xiangfangensis	Homo sapiens	NonMosquito	Homo sapiens	Chavda	NA	NA	NA	NA	NA	NA	NA	NA	NA
NZ_JTCD02000000	GCF_000784115.1	E. xiangfangensis	E. xiangfangensis	Homo sapiens	NonMosquito	Homo sapiens	Chavda	NA	NA	NA	NA	NA	NA	NA	NA	NA
NZ_JUIB01000000	GCF_000802805.1	E. xiangfangensis	E. xiangfangensis	Homo sapiens	NonMosquito	Homo sapiens	Chavda	NA	NA	NA	NA	NA	NA	NA	NA	NA
NZ_JTCF02000000	GCF_000784155.1	E. xiangfangensis	E. xiangfangensis	Homo sapiens	NonMosquito	Homo sapiens	Chavda	NA	NA	NA	NA	NA	NA	NA	NA	NA
NZ_JTCG02000000	GCF_000784175.1	E. xiangfangensis	E. xiangfangensis	Homo sapiens	NonMosquito	Homo sapiens	Chavda	NA	NA	NA	NA	NA	NA	NA	NA	NA
NZ_JUID01000000	GCF_000802845.1	E. xiangfangensis	E. xiangfangensis	Homo sapiens	NonMosquito	Homo sapiens	Chavda	NA	NA	NA	NA	NA	NA	NA	NA	NA
NZ_JWRO01000000	GCF_000807735.1	E. xiangfangensis	E. xiangfangensis	Homo sapiens	NonMosquito	Homo sapiens	Chavda	NA	NA	NA	NA	NA	NA	NA	NA	NA
NZ_JUIE01000000	GCF_000802865.1	E. xiangfangensis	E. xiangfangensis	Homo sapiens	NonMosquito	Homo sapiens	Chavda	NA	NA	NA	NA	NA	NA	NA	NA	NA
NZ_JTCH02000000	GCF_000784195.1	E. xiangfangensis	E. xiangfangensis	Homo sapiens	NonMosquito	Homo sapiens	Chavda	NA	NA	NA	NA	NA	NA	NA	NA	NA
NZ_JZKC01000000	GCF_000949365.1	E. xiangfangensis	E. xiangfangensis	missing	NonMosquito	Missing	Chavda	NA	NA	NA	NA	NA	NA	NA	NA	NA
NZ_JTCE02000000	GCF_000784135.1	E. xiangfangensis	E. xiangfangensis	Homo sapiens	NonMosquito	Homo sapiens	Chavda	NA	NA	NA	NA	NA	NA	NA	NA	NA
NZ_LETO01000000	GCF_001037845.1	E. xiangfangensis	E. xiangfangensis	Homo sapiens	NonMosquito	Homo sapiens	Chavda	NA	NA	NA	NA	NA	NA	NA	NA	NA
NZ_LEDK01000000	GCF_001022735.1	E. xiangfangensis	E. xiangfangensis	Homo sapiens	NonMosquito	Homo sapiens	Chavda	NA	NA	NA	NA	NA	NA	NA	NA	NA
NZ_LEDJ01000000	GCF_001022775.1	E. xiangfangensis	E. xiangfangensis	Homo sapiens	NonMosquito	Homo sapiens	Chavda	NA	NA	NA	NA	NA	NA	NA	NA	NA
NZ_AXLK01000000	GCF_000474785.1	E. xiangfangensis	E. xiangfangensis	Homo sapiens	NonMosquito	Homo sapiens	Chavda	NA	NA	NA	NA	NA	NA	NA	NA	NA
NZ_JCLU01000000	GCF_000534755.1	E. xiangfangensis	E. xiangfangensis	Homo sapiens	NonMosquito	Homo sapiens	Chavda	NA	NA	NA	NA	NA	NA	NA	NA	NA
NZ_JYGA02000000	GCF_000938355.2	E. xiangfangensis	E. xiangfangensis	Homo sapiens	NonMosquito	Homo sapiens	Chavda	NA	NA	NA	NA	NA	NA	NA	NA	NA
NZ_JCKS01000000	GCF_000534195.1	E. xiangfangensis	E. xiangfangensis	Homo sapiens	NonMosquito	Homo sapiens	Chavda	NA	NA	NA	NA	NA	NA	NA	NA	NA
NZ_JCKR01000000	GCF_000534175.1	E. xiangfangensis	E. xiangfangensis	Homo sapiens	NonMosquito	Homo sapiens	Chavda	NA	NA	NA	NA	NA	NA	NA	NA	NA
NZ_AYIR01000000	GCF_000492715.1	E. xiangfangensis	E. xiangfangensis	Homo sapiens	NonMosquito	Homo sapiens	Chavda	NA	NA	NA	NA	NA	NA	NA	NA	NA
NZ_JCLF01000000	GCF_000534455.1	E. xiangfangensis	E. xiangfangensis	Homo sapiens	NonMosquito	Homo sapiens	Chavda	NA	NA	NA	NA	NA	NA	NA	NA	NA
NZ_LETG01000000	GCF_001037675.1	E. xiangfangensis	E. xiangfangensis	Homo sapiens	NonMosquito	Homo sapiens	Chavda	NA	NA	NA	NA	NA	NA	NA	NA	NA
NZ_LEDU01000000	GCF_001022515.1	E. hormaechei subsp. steigerwaltii	E. hormaechei subsp. steigerwaltii	Homo sapiens	NonMosquito	Homo sapiens	Chavda	NA	NA	NA	NA	NA	NA	NA	NA	NA
NZ_JRFQ01000000	GCF_000770745.1	E. hormaechei subsp. steigerwaltii	E. hormaechei subsp. steigerwaltii	Homo sapiens	NonMosquito	Homo sapiens	Chavda	NA	NA	NA	NA	NA	NA	NA	NA	NA
NZ_JCLO01000000	GCF_000534635.1	E. hormaechei subsp. steigerwaltii	E. hormaechei subsp. steigerwaltii	Homo sapiens	NonMosquito	Homo sapiens	Chavda	NA	NA	NA	NA	NA	NA	NA	NA	NA
NZ_CP008823.1	NA	E. hormaechei subsp. steigerwaltii	E. hormaechei subsp. steigerwaltii	Homo sapiens	NonMosquito	Homo sapiens	Chavda	NA	NA	NA	NA	NA	NA	NA	NA	NA
NZ_JCLW01000000	GCF_000534795.1	E. hormaechei subsp. steigerwaltii	E. hormaechei subsp. steigerwaltii	Homo sapiens	NonMosquito	Homo sapiens	Chavda	NA	NA	NA	NA	NA	NA	NA	NA	NA
NZ_JCLK01000000	GCF_000534555.1	E. hormaechei subsp. steigerwaltii	E. hormaechei subsp. steigerwaltii	Homo sapiens	NonMosquito	Homo sapiens	Chavda	NA	NA	NA	NA	NA	NA	NA	NA	NA
NZ_JCLR01000000	GCF_000534695.1	E. hormaechei subsp. steigerwaltii	E. hormaechei subsp. steigerwaltii	Homo sapiens	NonMosquito	Homo sapiens	Chavda	NA	NA	NA	NA	NA	NA	NA	NA	NA
NZ_LETK01000000	GCF_001037755.1	E. hormaechei subsp. steigerwaltii	E. hormaechei subsp. steigerwaltii	Homo sapiens	NonMosquito	Homo sapiens	Chavda	NA	NA	NA	NA	NA	NA	NA	NA	NA
NZ_LEEH01000000	GCF_001023345.1	E. hormaechei subsp. steigerwaltii	E. hormaechei subsp. steigerwaltii	Homo sapiens	NonMosquito	Homo sapiens	Chavda	NA	NA	NA	NA	NA	NA	NA	NA	NA
NZ_LEEG01000000	GCF_001023375.1	E. hormaechei subsp. steigerwaltii	E. hormaechei subsp. steigerwaltii	Homo sapiens	NonMosquito	Homo sapiens	Chavda	NA	NA	NA	NA	NA	NA	NA	NA	NA
NZ_LEEF01000000	GCF_001023395.1	E. hormaechei subsp. steigerwaltii	E. hormaechei subsp. steigerwaltii	Homo sapiens	NonMosquito	Homo sapiens	Chavda	NA	NA	NA	NA	NA	NA	NA	NA	NA
NZ_LEDY01000000	GCF_001022425.1	E. hormaechei subsp. steigerwaltii	E. hormaechei subsp. steigerwaltii	Homo sapiens	NonMosquito	Homo sapiens	Chavda	NA	NA	NA	NA	NA	NA	NA	NA	NA
NZ_LEDP01000000	GCF_001022605.1	E. hormaechei subsp. steigerwaltii	E. hormaechei subsp. steigerwaltii	Homo sapiens	NonMosquito	Homo sapiens	Chavda	NA	NA	NA	NA	NA	NA	NA	NA	NA
NZ_AYIK01000000	GCF_000492575.1	E. hormaechei subsp. steigerwaltii	E. hormaechei subsp. steigerwaltii	Homo sapiens	NonMosquito	Homo sapiens	Chavda	NA	NA	NA	NA	NA	NA	NA	NA	NA
NZ_LEDZ01000000	GCF_001022345.1	E. hormaechei subsp. steigerwaltii	E. hormaechei subsp. steigerwaltii	Homo sapiens	NonMosquito	Homo sapiens	Chavda	NA	NA	NA	NA	NA	NA	NA	NA	NA
NZ_LETD01000000	GCF_001037645.1	E. hormaechei subsp. steigerwaltii	E. hormaechei subsp. steigerwaltii	Homo sapiens	NonMosquito	Homo sapiens	Chavda	NA	NA	NA	NA	NA	NA	NA	NA	NA
NZ_LEEM01000000	GCF_001023215.1	E. hormaechei subsp. steigerwaltii	E. hormaechei subsp. steigerwaltii	Homo sapiens	NonMosquito	Homo sapiens	Chavda	NA	NA	NA	NA	NA	NA	NA	NA	NA
NZ_LEEE01000000	GCF_001023385.1	E. hormaechei subsp. steigerwaltii	E. hormaechei subsp. steigerwaltii	Homo sapiens	NonMosquito	Homo sapiens	Chavda	NA	NA	NA	NA	NA	NA	NA	NA	NA
NZ_LETH01000000	GCF_001037725.1	E. hormaechei subsp. steigerwaltii	E. hormaechei subsp. steigerwaltii	Homo sapiens	NonMosquito	Homo sapiens	Chavda	NA	NA	NA	NA	NA	NA	NA	NA	NA
NZ_JYMG01000000	GCF_000952315.1	E. hormaechei subsp. steigerwaltii	E. hormaechei subsp. steigerwaltii	Homo sapiens	NonMosquito	Homo sapiens	Chavda	NA	NA	NA	NA	NA	NA	NA	NA	NA
NZ_JVKL01000000	GCF_001076375.1	E. hormaechei subsp. steigerwaltii	E. hormaechei subsp. steigerwaltii	Homo sapiens	NonMosquito	Homo sapiens	Chavda	NA	NA	NA	NA	NA	NA	NA	NA	NA
